新聞,#genre#
Griffin Gaming,http://64.181.247.193:50008/video?id=E-_cJ3tv3ck
KarmaJolt,http://64.181.247.193:50008/video?id=OwnSXubBJJo
TOKIO LIVE,http://64.181.247.193:50008/video?id=tDFpdjNho54
TitaniumLegman,http://64.181.247.193:50008/video?id=4_lpHmibbX8
ナ セラ / Na Sera【にじさんじ】,http://64.181.247.193:50008/video?id=3tHSXZ8w0bI
That Bald Gamer,http://64.181.247.193:50008/video?id=F2WpnetYOCI
Kohaku Yumekui Ch. 夢喰己白【kawaii】,http://64.181.247.193:50008/video?id=hakdowdvqpE
Wintergaming,http://64.181.247.193:50008/video?id=um7mzXj3Nj4
Deny Gameplay,http://64.181.247.193:50008/video?id=pYKL5HibKWQ
insanegamer52,http://64.181.247.193:50008/video?id=G-HdUqmtDw4
RYG Game Animation,http://64.181.247.193:50008/video?id=0-UtvZ509SQ
ピンプロT,http://64.181.247.193:50008/video?id=fFK8CfPLzUA
運動直播,#genre#
World Poker Tour,http://64.181.247.193:50008/video?id=qiGtEIoHlBc
BL Football Talks,http://64.181.247.193:50008/video?id=DddOIqtcyG0
BL Football Talks,http://64.181.247.193:50008/video?id=5oP24BNA1TA
Dodger Blue,http://64.181.247.193:50008/video?id=8_061S3LnSM
ezBUCKETz,http://64.181.247.193:50008/video?id=mYmmj002ep0
Jimby Sports,http://64.181.247.193:50008/video?id=ZpAfozOwB68
HTV Sports,http://64.181.247.193:50008/video?id=3W3U3MfPdoU
Major League Soccer,http://64.181.247.193:50008/video?id=FYVgC4Vo9pA
Jimby Sports,http://64.181.247.193:50008/video?id=Lw75mCeomZQ
A Dupla ,http://64.181.247.193:50008/video?id=vy1Hs_OqIUQ
Urubucam,http://64.181.247.193:50008/video?id=35K4BDXNrGs
marca90,http://64.181.247.193:50008/video?id=Gwjm9bcuG-Y
Caracol Radio,http://64.181.247.193:50008/video?id=ZPOwviIEXcc
Bangladesh Cricket : The Tigers,http://64.181.247.193:50008/video?id=s2S3Pnx5fr8
QSVS - Qui Studio a Voi Stadio - TELELOMBARDIA,http://64.181.247.193:50008/video?id=V1CCAvFCLBU
A Spor,http://64.181.247.193:50008/video?id=2iW-OI5_fEY
Balong - MDTPnet,http://64.181.247.193:50008/video?id=pjY0zLIaQ4M
Talk Football HD,http://64.181.247.193:50008/video?id=4ik-zr70Xo8
서형욱의 뽈리TV,http://64.181.247.193:50008/video?id=KFpbNh-UdyI
Antena 2,http://64.181.247.193:50008/video?id=26pnSI3-R6w
Brandon Mccaghren,http://64.181.247.193:50008/video?id=8BKcFdhKsrE
Carlos Univazo Copello,http://64.181.247.193:50008/video?id=9XL5gddePrY
Boxeo MX,http://64.181.247.193:50008/video?id=JLUim_vvVrQ
Locked On Sports Today,http://64.181.247.193:50008/video?id=LOBZMXKK4vE
No Dunks,http://64.181.247.193:50008/video?id=fMo1vVl0ML8
VERDOLAGA TV,http://64.181.247.193:50008/video?id=xY2KgEPouUQ
Hay Tiro,http://64.181.247.193:50008/video?id=rgMqmqeEV_A
Locked On Astros,http://64.181.247.193:50008/video?id=oq8p0eLM3uk
Bangladesh Cricket : The Tigers,http://64.181.247.193:50008/video?id=jYjpHuPsQyM
Kings League Santander,http://64.181.247.193:50008/video?id=JSbXckKYDzk
beIN SPORTS Türkiye,http://64.181.247.193:50008/video?id=OypUpUTYAHI
Bangladesh Cricket : The Tigers,http://64.181.247.193:50008/video?id=rsUL_YXN6Xo
TelevisionCanaria,http://64.181.247.193:50008/video?id=6LlZXt8nk4s
cricket.com.au,http://64.181.247.193:50008/video?id=CeAgx48qQ3M
VERDOLAGA TV,http://64.181.247.193:50008/video?id=3Ba1EN5onwY
Arjun Talks Daily,http://64.181.247.193:50008/video?id=Ha4wvHuNIpU
World Chase Tag,http://64.181.247.193:50008/video?id=UaI4f7btGuM
Infinity Sports Network,http://64.181.247.193:50008/video?id=pdpwVxgmiX4
Locked On Sports Atlanta,http://64.181.247.193:50008/video?id=Xv-rLUKyzfo
正在直播,#genre#
三立LIVE新聞,http://64.181.247.193:50008/video?id=oZdzzvxTfUY
Muse木棉花-闔家歡,http://64.181.247.193:50008/video?id=UK81GCw1KE8
Lofi Girl,http://64.181.247.193:50008/video?id=jfKfPfyJRdk
中天電視,http://64.181.247.193:50008/video?id=oIgbl7t0S_w
Kaela Kovalskia Ch. hololive-ID,http://64.181.247.193:50008/video?id=Bbd9ZotOWok
台視新聞 TTV NEWS,http://64.181.247.193:50008/video?id=xL0ch83RAK8
Muse木棉花-闔家歡,http://64.181.247.193:50008/video?id=2FJcu6qsM2k
Thai Relax,http://64.181.247.193:50008/video?id=GCXbKdVCwlg
PokerGO,http://64.181.247.193:50008/video?id=xRvDxesFEac
民視新聞網 Formosa TV News network,http://64.181.247.193:50008/video?id=ylYJSBUgaMA
Relaxed Mind,http://64.181.247.193:50008/video?id=vpCdR_L8kKk
TVBS NEWS,http://64.181.247.193:50008/video?id=m_dhMSvUCIc
民視戲劇館 Formosa TV Dramas,http://64.181.247.193:50008/video?id=bn7glmBPmIQ
Timeless Music,http://64.181.247.193:50008/video?id=ZxluW--lZpk
大愛電視 Tzu Chi DaAiVideo,http://64.181.247.193:50008/video?id=oV_i3Hsl_zg
中天深喉嚨,http://64.181.247.193:50008/video?id=WPfPjbOLNfE
三立iNEWS,http://64.181.247.193:50008/video?id=CKjSm5ZeehE
民視戲劇館 Formosa TV Dramas,http://64.181.247.193:50008/video?id=298QROP4xe0
On Rainy Days,http://64.181.247.193:50008/video?id=Gn5VjWlu8vs
Soft Calm Music,http://64.181.247.193:50008/video?id=tJ_ODGkvyEE
中視新聞 HD直播頻道｜Taiwan CTV news HD Live,http://64.181.247.193:50008/video?id=TCnaIE_SAtM
飢餓遊戲Hunger Games,http://64.181.247.193:50008/video?id=3xe-R00ijC4
Sleepy Cat ,http://64.181.247.193:50008/video?id=YLMhjMUx__M
台灣啟示錄,http://64.181.247.193:50008/video?id=YKor8d0UK7c
The Good Life Radio x Sensual Musique,http://64.181.247.193:50008/video?id=36YnV9STBqc
大愛電視 Tzu Chi DaAiVideo,http://64.181.247.193:50008/video?id=MIqUplvSRWA
57東森財經新聞,http://64.181.247.193:50008/video?id=WHEPzbFA3hw
民視戲劇館 Formosa TV Dramas,http://64.181.247.193:50008/video?id=1kzVPwTeKds
Tim Janis,http://64.181.247.193:50008/video?id=dXIyMS61B68
大陸尋奇,http://64.181.247.193:50008/video?id=pLxy7SRblyw
豬哥會社,http://64.181.247.193:50008/video?id=htGDPsz2BYI
公視台語台,http://64.181.247.193:50008/video?id=6KlRR_DGhmI
華視新聞 CH52,http://64.181.247.193:50008/video?id=wM0g8EoUZ_E
Open Heart Music - Helios 4K,http://64.181.247.193:50008/video?id=TAhHaHsDTkk
57東森財經新聞,http://64.181.247.193:50008/video?id=LbS-xQ67fos
鏡新聞,http://64.181.247.193:50008/video?id=5n0y6b0Q25o
Relaxing Jazz BGM,http://64.181.247.193:50008/video?id=prIbo7VQmH0
martin oei,http://64.181.247.193:50008/video?id=DUNzB2euyqg
公視新聞網,http://64.181.247.193:50008/video?id=quwqlazU-c8
中視經典綜藝,http://64.181.247.193:50008/video?id=r_wsMgFLKys
中視經典綜藝,http://64.181.247.193:50008/video?id=ADDSmXoPDY8
ABC News,http://64.181.247.193:50008/video?id=w_Ma8oQLmSM
Relaxing Fire Sound,http://64.181.247.193:50008/video?id=ZyGQMysy6sg
Lofi Girl,http://64.181.247.193:50008/video?id=4xDzrJKXOOY
Relaxing Jazz BGM,http://64.181.247.193:50008/video?id=RBWmdkySmFE
Tibetan Meditation Music,http://64.181.247.193:50008/video?id=JxkrWxGtqJE
Cafe Music BGM channel,http://64.181.247.193:50008/video?id=Dx5qFachd3A
Dream Relax Música,http://64.181.247.193:50008/video?id=-17_M3ED4p4
Joy Music - Jazz Taiwan,http://64.181.247.193:50008/video?id=qN8hPh8Bad8
Soothing Relaxation,http://64.181.247.193:50008/video?id=-5ajVJ1Yxlg
Cafe Music BGM channel,http://64.181.247.193:50008/video?id=6uddGul0oAc
RELAXATION (LoFi & CHILL),http://64.181.247.193:50008/video?id=5e4HgmwQuxc
Matthew Chávez,http://64.181.247.193:50008/video?id=86XzuPmMriw
Soothing Relaxation,http://64.181.247.193:50008/video?id=2OM7adQl-YQ
Big Mouth - 纯音乐,http://64.181.247.193:50008/video?id=4fP5TORlMzc
Cozy Jazz Music,http://64.181.247.193:50008/video?id=CpAUJqJWgL0
少兒,#genre#
Peppa Pig Deutsch - Offizieller Kanal,http://64.181.247.193:50008/video?id=K1l0rbRdEdQ
Muse木棉花-闔家歡,http://64.181.247.193:50008/video?id=UK81GCw1KE8
Disney Junior,http://64.181.247.193:50008/video?id=Dkkp4KfdGPY
Muse木棉花-闔家歡,http://64.181.247.193:50008/video?id=2FJcu6qsM2k
Disney Junior,http://64.181.247.193:50008/video?id=OjlaUkllTss
Hop Hop the Owl,http://64.181.247.193:50008/video?id=5dyhuNPbxkM
PBS KIDS,http://64.181.247.193:50008/video?id=E3NOvf9WNAQ
Disney XD,http://64.181.247.193:50008/video?id=Fjp2TdlTTIU
The Amazing World of Gumball,http://64.181.247.193:50008/video?id=cOLQACygN5A
Jungle Beat,http://64.181.247.193:50008/video?id=a5xRHBc289c
Disney Channel,http://64.181.247.193:50008/video?id=WFDbJY0eBGI
Doggyland - Kids Songs & Nursery Rhymes,http://64.181.247.193:50008/video?id=carDz_prVpU
Disney Junior,http://64.181.247.193:50008/video?id=0L6EvgWotfI
Disney Junior,http://64.181.247.193:50008/video?id=DulkvDhBx08
Hasbro,http://64.181.247.193:50008/video?id=TZ3mxF4U__k
Disney Junior,http://64.181.247.193:50008/video?id=UmdMTatmQTQ
娛樂,#genre#
Mellowbeat Seeker,http://64.181.247.193:50008/video?id=IUT1qAhMY4w
N&T Party,http://64.181.247.193:50008/video?id=qWf-FPFmVw0
RazNitzanMusic,http://64.181.247.193:50008/video?id=WYetg3AuLE4
The Good Life Radio x Sensual Musique,http://64.181.247.193:50008/video?id=9UMxZofMNbA
BGM channel,http://64.181.247.193:50008/video?id=fEvM-OUbaKs
RazNitzanMusic,http://64.181.247.193:50008/video?id=DPXQG8S9Xwc
Cafe Music BGM channel,http://64.181.247.193:50008/video?id=Dx5qFachd3A
Cafe Music BGM channel,http://64.181.247.193:50008/video?id=SORD03t7nlo
Future House Radio,http://64.181.247.193:50008/video?id=GDQnA1LVCWA
NAGASWARA RADIOTEMEN,http://64.181.247.193:50008/video?id=Is03gZsBeq0
Cafe Music BGM channel,http://64.181.247.193:50008/video?id=6uddGul0oAc
N&T Party,http://64.181.247.193:50008/video?id=I9Kn7uYT9Vs
Nemo's Dreamscapes,http://64.181.247.193:50008/video?id=nR-Zen2s2Qw
DATA LIVE,http://64.181.247.193:50008/video?id=3dVI1qu_8BI
Radio Hits Music,http://64.181.247.193:50008/video?id=HQtFR3mhzOY
Relaxation Ambient Music,http://64.181.247.193:50008/video?id=E5WpblyBR38
中国乐器 - Traditional Chinese Music ,http://64.181.247.193:50008/video?id=dB2KZBsEBwM
TOKYO TONES,http://64.181.247.193:50008/video?id=Lcdi9O2XB4E
Peaceful Relaxation 4K,http://64.181.247.193:50008/video?id=7ZO1r1-QgTE
Love YourSelf,http://64.181.247.193:50008/video?id=jKUAGpoFdjA
I Love You Venice,http://64.181.247.193:50008/video?id=2gO1v2GPMFk
Explore Zen Den,http://64.181.247.193:50008/video?id=a0i1Kg6fROg
Relaxation Ambient Music,http://64.181.247.193:50008/video?id=tNkZsRW7h2c
Love YourSelf,http://64.181.247.193:50008/video?id=xdckqJD4Bhk
Lofi Girl,http://64.181.247.193:50008/video?id=jfKfPfyJRdk
Best of Mix,http://64.181.247.193:50008/video?id=C9qudJOsgnE
Sleepy Dogs,http://64.181.247.193:50008/video?id=BZcu8MK_jfo
Soothing Relaxation,http://64.181.247.193:50008/video?id=2OM7adQl-YQ
OCB Relax Music,http://64.181.247.193:50008/video?id=l6J0ylYTO4s
BGM channel,http://64.181.247.193:50008/video?id=gzxFyqJfUeo
Sleepy Cats,http://64.181.247.193:50008/video?id=OWTh2nbOYLk
Monstercat Silk,http://64.181.247.193:50008/video?id=WsDyRAPFBC8
Anjunadeep,http://64.181.247.193:50008/video?id=D4MdHQOILdw
Quiet Relaxation Music,http://64.181.247.193:50008/video?id=QcBT3PG1kE8
Soft Calm Music,http://64.181.247.193:50008/video?id=tJ_ODGkvyEE
Lofi Girl,http://64.181.247.193:50008/video?id=rUxyKA_-grg
THE K-POP,http://64.181.247.193:50008/video?id=JVocS7Yftw8
THE K-POP2,http://64.181.247.193:50008/video?id=jCg2DzrukDo
마인드피아노 MIND PIANO,http://64.181.247.193:50008/video?id=togqZ2E6g1k
ALL THE K-POP,http://64.181.247.193:50008/video?id=G3NX_hzCuFM
Safari Wonders 4K,http://64.181.247.193:50008/video?id=b3gyeQf1S_M
Relaxing Nature In 4K,http://64.181.247.193:50008/video?id=N7oOyWgPYwM
Arirang Radio K-Pop,http://64.181.247.193:50008/video?id=P1fX2GGdVS0
Arirang TV,http://64.181.247.193:50008/video?id=CJVBX7KI5nU

街景,#genre#
I Love You Venice,http://64.181.247.193:50008/video?id=HpZAez2oYsA
Techandtrains101,http://64.181.247.193:50008/video?id=2g-0sA13Sp8
Rotterdam Make It Happen Live.,http://64.181.247.193:50008/video?id=gsViKzj7nuQ
NASA,http://64.181.247.193:50008/video?id=21X5lGlDOfg
See Jackson Hole,http://64.181.247.193:50008/video?id=1EiC9bvVGnk
Information Zulu,http://64.181.247.193:50008/video?id=t0GrpAgdBFI
淡路ザル,http://64.181.247.193:50008/video?id=lsxYH2XQQCg
The Good Life Radio x Sensual Musique,http://64.181.247.193:50008/video?id=36YnV9STBqc
Umbria Webcam,http://64.181.247.193:50008/video?id=50kkmEoTMcY
NASA,http://64.181.247.193:50008/video?id=nA9UZF-SZoQ
Taipei Travel Live Cam  台北觀光即時影像 ,http://64.181.247.193:50008/video?id=z_fY1pj1VBw
I Love You Venice,http://64.181.247.193:50008/video?id=rVyP35EHCzY
Umbria Webcam,http://64.181.247.193:50008/video?id=PfBPe5Jfzxo
DELTATECH Calgary,http://64.181.247.193:50008/video?id=xsRDTfuksyI
I Love You Venice,http://64.181.247.193:50008/video?id=K_Vg94nBiaY
Joensuu live,http://64.181.247.193:50008/video?id=yA4aFD0AjDs
阿里山國家風景區管理處,http://64.181.247.193:50008/video?id=dY2cRNr5Buw
AE Signage,http://64.181.247.193:50008/video?id=4qyZLflp-sI
Paesaggi Digitali,http://64.181.247.193:50008/video?id=QpqsJKI0Wfk
Amazing Taitung 台東就醬玩,http://64.181.247.193:50008/video?id=UCG1aXVO8H8
See Transylvania,http://64.181.247.193:50008/video?id=G05wmWFDtSo
Lillestrøm kommune,http://64.181.247.193:50008/video?id=XGgnP29GFhw
I Love You Venice,http://64.181.247.193:50008/video?id=ph1vpnYIxJk
Port of Helsinki,http://64.181.247.193:50008/video?id=CvOB-Is_yYU
I Love You Venice,http://64.181.247.193:50008/video?id=JqUREqYduHw
Tokyo Skyline,http://64.181.247.193:50008/video?id=8i9ltzhq80s
NASASpaceflight,http://64.181.247.193:50008/video?id=mhJRzQsLZGg
高雄旅遊網,http://64.181.247.193:50008/video?id=C03Itx8iSC0
KawazuLiveCam,http://64.181.247.193:50008/video?id=Xn7YQxxC5R0
歌舞伎町 ライブ ちゃんねる『 Kabukicho Live Channel 』,http://64.181.247.193:50008/video?id=DjdUEyjx8GM
MARUNUMA,http://64.181.247.193:50008/video?id=DSEesr7uFh8
NamibiaCam,http://64.181.247.193:50008/video?id=ydYDqZQpim8
Daily Seoul Live Camera - Hangang,http://64.181.247.193:50008/video?id=-JhoMGoAfFc
樂遊金門,http://64.181.247.193:50008/video?id=uh_yNAE01w8
新北旅客 New Taipei Tour,http://64.181.247.193:50008/video?id=xwAWSh35uuw
東部海岸國家風景管理處,http://64.181.247.193:50008/video?id=wTHhv7M0vCI
阿里山國家風景區管理處,http://64.181.247.193:50008/video?id=j2L_559nCjc
Önkormányzat EGER,http://64.181.247.193:50008/video?id=IELAhyaUKVk
歌舞伎町 ライブ ちゃんねる 2『 Kabukicho Live Channel II 』,http://64.181.247.193:50008/video?id=gFRtAAmiFbE
neoguru,http://64.181.247.193:50008/video?id=czV_hXEMk8M
桃園智慧旅遊雲 Taoyuan Travel,http://64.181.247.193:50008/video?id=tD_a03trUvE
Amazing Taitung 台東就醬玩,http://64.181.247.193:50008/video?id=q3KJt-SZc2s
宗教法人 浅草寺 公式チャンネル (Sensoji Temple),http://64.181.247.193:50008/video?id=nOk4cd0kkp8
JAPAN 4K,http://64.181.247.193:50008/video?id=cH7VBI4QQzA
Japan Walk,http://64.181.247.193:50008/video?id=gC4dJGHWwDU
STV札幌テレビ放送 公式,http://64.181.247.193:50008/video?id=bQMP7-GzdIQ
Cal Falcons,http://64.181.247.193:50008/video?id=7nvCVS2TRRk
Melbourne Luxury Accommodation,http://64.181.247.193:50008/video?id=l_8DrACHpwY
ABC13 Houston,http://64.181.247.193:50008/video?id=fix2LD9onS0
TeNY新潟一番ニュース,http://64.181.247.193:50008/video?id=IQms8zArI7w
Sydney Live Camera,http://64.181.247.193:50008/video?id=sWWCy2WCjRA
FourSeasons BuenosAires,http://64.181.247.193:50008/video?id=if91GyWP3zQ
See Transylvania,http://64.181.247.193:50008/video?id=8hgQsI1CfsY
Sydney Live Camera,http://64.181.247.193:50008/video?id=KPrrWB1eo1I
Taipei Travel Live Cam  台北觀光即時影像 ,http://64.181.247.193:50008/video?id=Ndo_8RuefH4
Our Planet 4K,http://64.181.247.193:50008/video?id=h-mRJ7XwOKQ
Taipei Travel Live Cam  台北觀光即時影像 ,http://64.181.247.193:50008/video?id=fP4ecxfsJos
Explore Africa,http://64.181.247.193:50008/video?id=DsNtwGJXTTs
Greenland Airports,http://64.181.247.193:50008/video?id=IZhDwv4dz0g
LIVE Trains,http://64.181.247.193:50008/video?id=gpSR9c0p6lI
Tim Janis,http://64.181.247.193:50008/video?id=dXIyMS61B68
City of Coldwater MI,http://64.181.247.193:50008/video?id=ByED80IKdIU
Amsterdam Live,http://64.181.247.193:50008/video?id=PyNuRpZOtAY
Love YourSelf,http://64.181.247.193:50008/video?id=qpk2F4gI0Ys
Explore Live Nature Cams,http://64.181.247.193:50008/video?id=g_L1Ay8P244
NASASpaceflight,http://64.181.247.193:50008/video?id=cOmmvhDQ2HM
Bouwwebcam - live stream & timelapse video,http://64.181.247.193:50008/video?id=1phWWCgzXgM
Salt Lake Sunset,http://64.181.247.193:50008/video?id=ymaZB3c3DT4
PTZtv,http://64.181.247.193:50008/video?id=WBvHHNXXeqw
Explore Birds Bats Bees,http://64.181.247.193:50008/video?id=IVmL3diwJuw
Scenari Digitali,http://64.181.247.193:50008/video?id=V8bAmLhlHQ4
PeaceBridgeAuthority,http://64.181.247.193:50008/video?id=dvmRgN1FMK0
Alpengasthof Tannenalm,http://64.181.247.193:50008/video?id=qwjt-gnItvg
inosak,http://64.181.247.193:50008/video?id=7agE233fpM4
12K Scenic Relaxation,http://64.181.247.193:50008/video?id=vQP8AwAFzI8
DELTATECH Calgary,http://64.181.247.193:50008/video?id=MwcqP3ta6RI
12K Scenic Relaxation,http://64.181.247.193:50008/video?id=1cQoYBb0Xow
12K Scenic Relaxation,http://64.181.247.193:50008/video?id=Rse-E5tARaY
Relaxation Film,http://64.181.247.193:50008/video?id=1lfZqksTVOU
FOBBV CAM,http://64.181.247.193:50008/video?id=B4-L2nfGcuE
Taipei Travel Live Cam  台北觀光即時影像 ,http://64.181.247.193:50008/video?id=uvwfYzwY8tg
Open Heart Music - Helios 4K,http://64.181.247.193:50008/video?id=TAhHaHsDTkk
Explore Africa,http://64.181.247.193:50008/video?id=pZZst4BOpVI
SlowTV,http://64.181.247.193:50008/video?id=gvxM3fr1tWc
City of Hollywood,http://64.181.247.193:50008/video?id=cmkAbDUEoyA
Live from Iceland,http://64.181.247.193:50008/video?id=Flb8X7QQQKI
PARIS TV,http://64.181.247.193:50008/video?id=PnjX0u6B1yA
HANS NATUURKANAAL,http://64.181.247.193:50008/video?id=D1VM6V6wmU0
Bottercourant,http://64.181.247.193:50008/video?id=UWZNkLXKDpo
大玩台中-臺中觀光旅遊局,http://64.181.247.193:50008/video?id=lhXXhDyjFtI
澳門特別行政區政府市政署IAM,http://64.181.247.193:50008/video?id=ctYalRx7kY4
NASASpaceflight,http://64.181.247.193:50008/video?id=Jm8wRjD3xVA
JDQ-地震情報,http://64.181.247.193:50008/video?id=HXGANE2pRrA
廣告,#genre#
momo購物一台 CH48,http://64.181.247.193:50008/video?id=_pZQ1Lk0xMA
momo購物二台 CH35,http://64.181.247.193:50008/video?id=xbNWkUyxQGM
Live東森購物台,http://64.181.247.193:50008/video?id=ViJ3XiN6Q3M
Live東森購物台,http://64.181.247.193:50008/video?id=Z50JFuNgvB0
Live東森購物台,http://64.181.247.193:50008/video?id=u0NYyH3ZesE
Live東森購物台,http://64.181.247.193:50008/video?id=_Vlzn9qAHD4
HSNtv,http://64.181.247.193:50008/video?id=1ph8qQnjXts
QVCtv,http://64.181.247.193:50008/video?id=UqFzfqlb60g
QVCtv,http://64.181.247.193:50008/video?id=Qt2c93O1p_c
QVCtv,http://64.181.247.193:50008/video?id=_v_wMS-uACE
HSNtv,http://64.181.247.193:50008/video?id=q-BvtDrTnxc
STEEZYASFUCK,http://64.181.247.193:50008/video?id=lP26UCnoH9s
CHANNEL21online,http://64.181.247.193:50008/video?id=0Vz3bK6K0f4

